内部ID,平均油耗,平均点火正时,平均节气门开合角度,平均进气温度,平均空气流量,平均电瓶电压,平均冷却液水温,入库时间
352016857330088,15.35,6.5,1.25,66,5.75,19.5,97,7/14/14
352016864499108,15.51,6,.57,42,0,14.1,72,7/31/14
352016864499108,10.34,-2.5,.13,57,0,13.9,95,7/31/14
352016864499108,12.6,11,.57,48,0,14,95,7/30/14
352016864499108,19.91,-1,-.87,42,0,14.2,52,7/30/14
352016864499108,15.91,18.5,.13,43,0,14.1,69,7/30/14
352016864499108,8.94,4.5,.13,57,0,14,95,7/30/14
352016864499108,13.83,10,.33,43,0,14.1,89,7/31/14
352016864499108,9.86,10.5,.13,58,0,13.9,95,7/31/14
352016864499108,12.3,5,1.13,49,0,13.9,95,7/30/14
352016864499108,7.74,15.5,-.87,57,0,14.1,96,7/30/14
352016864499108,7.01,13,-.31,57,0,14.1,95,7/30/14
352016864499108,11.82,14.5,.01,52,0,14.1,85,7/30/14
352016864499108,12.71,7.5,.13,45,0,14,94,7/31/14
352016864499108,22.24,21,-.55,40,0,13.8,94,8/3/14
352016864499108,16.42,17.5,-.55,44,0,13.9,95,8/3/14
352016864499108,7.28,18.5,.69,43,0,14.2,77,8/4/14
352016864499108,7.56,8.5,.13,43,0,14.2,89,8/4/14
352016864499108,7.74,-1,.69,43,0,14.2,95,8/4/14
352016864499108,11.2,28,.13,44,0,14,96,8/4/14
352016864499108,11.04,7.5,.13,44,0,14,95,8/4/14
352016864499108,10.88,14.5,.13,45,0,13.8,95,8/4/14
352016864499108,5.81,13.5,-.87,43,0,14,95,8/4/14
352016864499108,3.34,1,-.31,44,0,13.9,95,8/4/14
352016864499108,20.2,7,.57,46,0,13.7,93,8/4/14
352016864499108,10.74,21,-.55,45,0,13.9,96,8/4/14
352016864499108,10.61,22,-.55,45,0,13.9,96,8/4/14
352016864499108,16.23,9.5,.45,48,0,13.8,95,8/4/14
352016857330054,45.45,10,-.95,61,11.23,15.3,99,7/24/14
352016840869622,11.32,6.5,1.04,47,17.51,19.6,103,7/25/14
352016840869622,16.53,11,.6,48,14.29,19.5,103,7/26/14
352016840869622,15.5,4,.92,47,12.84,19.6,103,7/26/14
352016840869622,23.88,2,-.84,50,10.08,19.6,102,7/26/14
352016840869622,13.19,11,-.84,50,8.23,19.7,104,7/26/14
352016840869622,20.32,10.5,.6,38,19.22,19.5,98,7/26/14
352016840869622,18.47,1.5,-.4,41,8.64,19.5,101,7/26/14
352016840869622,15.95,19.5,.6,48,9.71,19.7,103,7/26/14
352016840869622,68.78,5,.16,34,8.82,19.2,65,7/27/14
352016840869622,35.96,5,.16,36,11.81,19.4,85,7/27/14
352016840869622,30.97,6.5,-.84,39,10.36,19.7,96,7/27/14
352016840869622,28.31,-1.5,.6,40,9.73,19.7,103,7/27/14
352016840869622,13.26,7.5,1.16,52,7.69,19.6,104,7/26/14
352016840869622,81.52,0,-.4,33,10.92,18.7,49,7/27/14
352016840869622,24.93,13,-.84,40,10.02,19.4,96,8/4/14
352016840869622,21.64,13.5,.72,47,12.9,19.6,103,7/26/14
352016840869622,13.35,3.5,.92,39,24.17,19.7,103,8/5/14
352016840869622,13.28,5.5,.72,41,14.24,19.7,104,8/5/14
352016840869622,13.28,5.5,.72,41,14.24,19.7,104,8/5/14
352016840869622,13.09,2.5,-.4,44,8.64,19.7,102,8/5/14
352016840869622,12.92,2.5,1.16,44,14.74,19.7,102,8/5/14
352016840869622,22.87,12.5,-.84,35,9.81,19.6,75,8/5/14
352016840869622,20.84,8.5,.6,36,11.16,19.6,85,8/5/14
352016840869622,11.75,12.5,1.16,37,8.37,19.6,96,8/5/14
352016840869622,12.19,6,-.84,37,10.89,19.7,102,8/5/14
352016840869622,13.33,3.5,1.16,38,17.43,19.7,99,8/5/14
352016840869622,13.39,4.5,-.84,39,14.08,19.7,104,8/5/14
352016840869622,11.65,9.5,-.84,41,34.56,19.4,104,8/5/14
352016840869622,11.54,8,.16,42,17.93,19,103,8/5/14
352016840869622,11.32,8,-.84,41,17.71,18.8,104,8/5/14
352016840869622,31.41,9.5,-.4,35,9.54,19.4,63,8/5/14
352016840869622,3,7.5,-.4,38,8.27,18.6,52,8/5/14
352016840869622,14.83,12,.16,44,13.31,19.4,103,8/8/14
352016840869622,11.56,-1,-.84,44,11.2,19.6,104,8/7/14
352016840869622,13.8,10.5,.6,36,11.07,19.4,75,8/7/14
352016840869622,38.91,7.5,.04,36,9.69,19,50,8/7/14
352016840869622,11.47,15.5,-.4,45,11.82,19.7,104,8/7/14
352016802932327,15.14,22,-.46,43,15.1,20.3,80,7/31/14
352016802932327,14.35,11.5,-1.26,45,18.15,20.2,80,7/31/14
352016802932327,24.11,1,1.1,45,8.87,20.4,57,7/31/14
352016802932327,29.61,9,1.1,46,7.7,20.3,79,7/31/14
352016802932327,25.03,29.5,1.1,46,10.83,20.4,80,7/31/14
352016802932327,29.75,5,1.1,45,7.83,20.2,71,7/31/14
352016857330088,15.88,12,.13,48,13.48,19.9,96,7/8/14
352016857330088,15.56,16,.13,48,12.37,19.9,95,7/8/14
352016857330088,15.28,10.5,1.25,48,10.4,19.9,95,7/8/14
352016857330088,15.02,16.5,-.55,46,11.16,19.9,95,7/8/14
352016857330088,17.38,6.5,1.25,64,5.46,19.6,96,7/7/14
352016857330088,17.38,6.5,1.25,64,5.41,19.6,96,7/7/14
352016857330088,17.38,5.5,1.25,65,5.44,19.6,96,7/7/14
352016857330088,17.38,6.5,1.25,65,5.48,19.6,97,7/7/14
352016857330088,11.81,13,1.25,47,13.22,19.7,96,7/6/14
352016857330088,17.38,6.5,-.31,63,5.57,19.5,97,7/7/14
352016857330088,11.29,12.5,-.87,46,9.36,19.9,96,7/6/14
352016857330088,11.3,16.5,1.25,48,9.46,19.8,96,7/6/14
352016857330088,11.4,5,1.25,51,6.94,19.7,96,7/6/14
352016857330088,28.21,7,1.25,55,5.18,19.8,96,7/11/14
352016857330088,41.91,6.5,.69,57,8.77,19.7,81,7/11/14
352016857330088,32.29,11.5,1.25,56,8.9,19.8,89,7/11/14
352016857330088,29.05,11,-.87,56,7.31,19.7,94,7/11/14
352016857330088,27.04,8,-.11,54,12.34,19.8,96,7/11/14
352016857330088,25.55,13.5,-.87,55,10,19.8,96,7/11/14
352016857330088,26.12,12,1.25,56,10.48,19.8,94,7/11/14
352016857330088,22.47,19,-.43,28,12.22,20.3,62,7/11/14
352016857330088,28.95,11.5,.69,49,7.96,19.9,84,7/11/14
352016857330088,31.87,14.5,.69,48,10.16,19.9,79,7/11/14
352016857330088,26.87,9.5,-.43,50,11.79,19.9,89,7/11/14
352016857330088,23.94,12,1.13,48,10.63,19.9,95,7/11/14
352016857330088,15.65,12,.45,46,24.75,19.9,95,7/11/14
352016857330088,19.99,2,1.25,37,10.11,20.1,83,7/11/14
352016857330088,25.22,10,1.25,50,8.65,19.9,93,7/11/14
352016857330088,22.49,5,-.31,59,8.56,19.7,96,7/12/14
352016857330088,14.63,8,.69,51,32.68,19.7,96,7/14/14
352016802932327,13.65,30,.54,44,12.98,20.3,80,7/31/14
352016802932327,27.19,19.5,1.1,48,10.44,20.3,81,6/29/14
352016802932327,22.64,21,1.1,48,8.23,20.3,80,6/29/14
352016802932327,19.84,23,1.1,47,8.26,20.3,81,6/29/14
352016802932327,15.96,26.5,1.1,46,8.64,20.3,81,6/29/14
352016802932327,14.75,25.5,-1.02,46,10,20.3,81,6/29/14
352016802932327,14.28,21,.1,45,10.95,20.3,81,6/29/14
352016802932327,18.15,30,-.46,47,8.74,20.3,81,6/29/14
352016802932327,35.04,7,-.02,32,13.2,20.8,38,6/29/14
352016802932327,15.5,11.5,1.1,44,7.56,20.2,81,6/29/14
352016802932327,15,5.5,1.1,44,7.32,20.2,81,6/29/14
352016802932327,1,-6,-.46,35,11.85,20.7,41,6/30/14
352016802932327,18.25,21,.54,47,8.44,20.3,80,6/30/14
352016802932327,17.74,32.5,.54,46,12.15,20.3,80,6/30/14
352016802932327,17.14,27.5,1.1,45,9.5,20.4,80,6/30/14
352016802932327,16.54,22,-.46,43,14.1,20.5,80,6/30/14
352016802932327,10.6,19.5,-1.14,41,39.28,20.4,82,7/3/14
352016802932327,10.61,28,-.02,41,28.12,20.6,80,7/3/14
352016802932327,10.29,29,.42,38,29.34,20.6,80,7/3/14
352016802932327,10.31,20,-.82,38,32.04,20.6,81,7/3/14
352016802932327,10.32,23.5,-.02,39,33.49,20.6,81,7/3/14
352016802932327,10.34,19,-.26,39,36.45,20.6,81,7/3/14
352016802932327,10.35,29.5,-.58,39,32.74,20.6,81,7/3/14
352016802932327,10.37,23,.86,39,38,20.6,81,7/3/14
352016802932327,10.58,20,.42,40,33.53,20.5,81,7/3/14
352016802932327,10.57,25.5,-.02,40,25.27,20.6,81,7/3/14
352016802932327,10.56,31,1.1,41,11.74,20.4,80,7/3/14
352016802932327,10.56,21.5,1.1,42,14.22,20.3,81,7/3/14
352016802932327,10.55,17,.1,43,9.84,20.2,82,7/3/14
352016802932327,17.88,19.5,.18,41,28.14,20.5,81,7/3/14
352016802932327,1,9.5,.1,44,6.56,20.1,82,7/3/14
352016802932327,1,9.5,.1,46,6.53,20.2,82,7/3/14
352016802932327,1,9.5,.1,48,6.49,20.2,82,7/3/14
352016802932327,12.92,5.5,1.1,48,7.7,20.1,83,7/28/14
352016802932327,13,6,1.1,50,7.86,20.1,83,7/28/14
352016802932327,13.1,22,1.1,52,11.87,20.2,80,7/28/14
352016802932327,14.47,6.5,.1,55,7.36,20.1,81,7/28/14
352016802932327,20.94,27,1.1,42,8.48,20.2,80,7/28/14
352016802932327,20.1,31,-.46,42,9.31,20.2,80,7/28/14
352016802932327,34.86,-7,-.46,32,12.38,20.6,39,7/31/14
352016802932327,41.09,11.5,-1.14,33,11.19,20.5,55,7/31/14
352016802932327,37.77,11,1.1,34,9.44,20.5,65,7/31/14
352016802932327,32.8,23.5,-.58,35,14.3,20.6,73,7/31/14
352016802932327,29.14,20.5,1.1,35,14.67,20.7,80,7/31/14
352016802932327,26.43,23.5,-.46,35,16.55,20.6,80,7/31/14
352016802932327,22.92,19,-1.02,35,14.57,20.5,81,7/31/14
352016802932327,21.64,29,1.1,35,18.78,20.5,81,7/31/14
352016802932327,10.64,8,1.1,45,6.3,20.2,82,8/4/14
352016802932327,11.08,24,-.46,41,33.48,20.6,81,8/4/14
352016802932327,11.02,23,-.46,40,30.45,20.6,81,8/4/14
352016802932327,10.88,21.5,.98,40,23.65,20.6,81,8/4/14
352016802932327,10.84,28.5,.86,40,20.28,20.5,81,8/4/14
352016802932327,10.75,30.5,-.46,40,18.58,20.6,80,8/4/14
352016802932327,10.43,8.5,.1,54,6.43,20.2,82,8/4/14
352016802932327,17.38,21.5,.1,44,11.37,20.3,81,8/4/14
352016802932327,10.43,9.5,.1,64,6.29,20.1,82,8/4/14
352016802932327,10.43,8,1.1,62,6.55,20.1,81,8/4/14
352016802932327,10.43,7,.1,61,7.06,20,82,8/4/14
352016802932327,10.56,22,-.58,42,20.14,20.5,81,8/4/14
352016802932327,10.45,12.5,.86,42,29.06,20.4,81,8/4/14
352016802932327,10.1,19,.42,37,19.9,20.5,81,8/3/14
352016802932327,10.11,23.5,-.02,37,16.74,20.6,80,8/3/14
352016802932327,15.96,26.5,-1.02,47,11.34,20.3,80,8/4/14
352016802932327,15.58,33,-.46,45,14.61,20.3,81,8/4/14
352016802932327,15.48,9.5,.1,47,7.62,20.1,83,8/4/14
352016802932327,15.21,25,.54,47,8.34,20.2,81,8/4/14
352016802932327,14.99,6.5,-.46,49,7.76,20.2,81,8/4/14
352016802932327,10.21,17,.1,40,8.58,20.2,81,8/4/14
352016802932327,10.21,7.5,1.1,41,7.11,20.1,83,8/4/14
352016802932327,10.54,30,1.1,40,11.42,20.3,80,8/4/14
352016802932327,10.96,18.5,-.58,37,23.45,20.4,81,8/4/14
352016802932327,10.52,23,-.46,40,12.11,20.2,81,8/4/14
352016802932327,10.52,15.5,-.58,41,12.44,20.3,81,8/4/14
352016802932327,10.51,13.5,-.14,42,13.44,20.2,81,8/4/14
352016802932327,10.42,10.5,-1.02,43,8.54,20.2,82,8/4/14
352016857330088,23.55,17,.69,32,10.42,20.2,65,7/6/14
352016857330088,56.11,5.5,1.25,57,11.62,19.7,96,7/6/14
352016857330088,21.59,19,.13,45,10.46,20,86,7/5/14
352016857330088,29.57,12,1.25,59,10.3,19.7,96,7/6/14
352016857330088,37.39,13.5,-.43,57,7.77,19.8,96,7/6/14
352016857330088,21.19,7,.69,61,7.33,19.7,96,7/6/14
352016857330088,15.39,9.5,.69,55,19.08,19.8,96,7/6/14
352016857330088,22.8,17,-.87,60,8.9,19.8,95,7/6/14
352016857330088,32.88,8.5,1.25,60,10.56,19.7,97,7/6/14
352016857330088,23.33,9.5,-.11,57,10.38,19.7,96,7/6/14
352016857330088,20.92,12.5,1.25,52,15.51,19.8,96,7/6/14
352016857330088,20.2,9.5,.69,51,13.33,19.8,96,7/6/14
352016857330088,19.12,9.5,.01,48,11.93,19.8,96,7/6/14
352016857330088,25.81,8,.13,58,8.97,19.8,95,7/6/14
352016857330088,26.14,8.5,.01,55,9.7,19.8,96,7/8/14
352016857330088,14.64,20.5,-.87,51,42.78,19.7,96,7/14/14
352016857330088,14.64,6,-.11,53,22.06,19.7,96,7/14/14
352016857330088,26.55,11,-.87,52,12.38,19.8,71,7/14/14
352016857330088,14.64,13.5,1.01,48,42.28,19.8,96,7/14/14
352016857330088,14.67,19,.89,48,51.35,19.8,97,7/14/14
352016857330088,14.62,3,-.31,54,8.06,19.7,95,7/14/14
352016857330088,14.6,12,-.31,52,20.79,19.7,96,7/14/14
352016857330088,30.9,7,1.25,66,6.79,19.6,97,7/12/14
352016857330088,15.45,10.5,1.25,61,9.74,19.7,96,7/12/14
352016857330088,14.51,10.5,-.31,53,13.7,19.7,95,7/14/14
352016857330088,14.5,14.5,-.99,56,13.01,19.7,96,7/14/14
352016857330088,14.48,-2.5,-.31,55,13.55,19.8,96,7/14/14
352016864499108,16.74,17,-.99,58,0,14.1,94,7/30/14
352016864499108,15.35,5,.57,58,0,13.9,95,7/30/14
352016864499108,9.35,16.5,.69,32,0,14.3,95,7/30/14
352016864499108,12.37,8,-.87,31,0,14.3,52,7/30/14
352016864499108,13.08,6,.01,44,0,14.1,95,7/31/14
352016864499108,9.56,4,.13,59,0,14,95,7/31/14
352016864499108,18.18,10,.89,41,0,14.1,52,7/31/14
352016864499108,13.86,0,.13,45,0,14,96,7/30/14
352016864499108,14.02,8.5,.13,44,0,14.1,85,7/30/14
352016864499108,16.71,17.5,.01,58,0,14,81,7/30/14
352016864499108,9.01,-2.5,.13,63,0,13.9,95,7/31/14
352016864499108,4.26,18.5,.69,49,0,14.1,95,7/31/14
352016864499108,9.53,4.5,-.31,52,0,14.2,94,7/30/14
352016864499108,16.33,14.5,-.31,45,0,14.2,92,7/27/14
352016864499108,13.67,16.5,-.99,47,0,14.2,94,7/27/14
352016864499108,12.7,17.5,.13,47,0,14.2,94,7/27/14
352016864499108,18.3,22.5,1.13,40,0,14.2,73,7/27/14
352016864499108,12.92,7.5,.69,42,0,14.2,95,7/27/14
352016864499108,11.99,3.5,-.87,42,0,14.2,94,7/27/14
352016864499108,18.54,1.5,.69,45,0,14.1,82,7/27/14
352016864499108,18.95,8,.13,47,0,13.8,66,7/27/14
352016864499108,10.59,6,-.87,35,0,14.3,65,7/27/14
352016864499108,10.01,1.5,-.87,36,0,14.3,81,7/27/14
352016864499108,11.95,23,1.13,47,0,14.1,94,7/27/14
352016864499108,11.29,2.5,.13,35,0,14.3,46,7/27/14
352016864499108,9.85,10,.69,36,0,14.2,93,7/27/14
352016864499108,14.83,5,.13,58,0,13.6,80,7/28/14
352016857330054,13.46,14,.05,53,14.08,14.7,100,7/25/14
352016857330054,9.74,7.5,1.17,46,15.71,15,100,7/25/14
352016857330054,9.71,16,-.83,54,10.99,14.7,99,7/25/14
352016857330054,5.57,6.5,1.17,57,6.77,14.7,99,7/25/14
352016857330054,13.81,8.5,-1.07,55,12.11,14.7,99,7/25/14
352016857330054,27.21,11,.49,45,12.27,15.1,95,7/25/14
352016857330054,16.11,10.5,.61,43,8.53,14.6,108,7/25/14
352016857330054,5.5,7,.05,52,11.87,14.9,99,7/25/14
352016857330054,112.77,5,1.17,61,7.2,14.6,98,7/25/14
352016857330054,44.89,4.5,-.63,60,11.54,14.6,98,7/25/14
352016857330054,14.06,11,1.17,40,13.49,15.3,109,7/25/14
352016857330054,5.55,15,.05,44,10.38,14.6,109,7/26/14
352016857330054,13.54,10,1.17,44,14.35,14.6,109,7/26/14
352016857330054,8.72,7,-.39,56,15.49,15.8,97,8/4/14
352016840869622,20.84,6,.72,41,12.25,19.5,103,8/4/14
352016840869622,16.64,6,1.2,49,8.43,19.5,104,8/4/14
352016840869622,18.98,-2,.72,43,11.85,19.5,103,8/4/14
352016840869622,19.83,8.5,.72,43,9.24,19.6,103,8/4/14
352016840869622,22.22,12,.6,41,10.27,19.5,102,8/4/14
352016840869622,17.17,1,-.84,55,8.92,19.5,104,8/4/14
352016840869622,106.69,7,.16,57,9.11,18.8,97,8/4/14
352016840869622,56.8,-1,-.64,53,11.14,19.2,103,8/4/14
352016840869622,38.65,-1,.72,51,10.56,19.5,103,8/4/14
352016840869622,3,6,-.84,53,7.42,19.5,103,8/4/14
352016840869622,19.43,15.5,.16,52,9.6,19.6,104,8/4/14
352016840869622,17.4,5,.16,53,7.43,19.6,104,8/4/14
352016840869622,12.55,0,-.84,50,7.26,18.9,104,8/5/14
352016840869622,27.32,5.5,-.28,50,11.57,19.4,104,8/6/14
352016840869622,22.66,-3.5,-.84,51,7.35,19.4,103,8/6/14
352016840869622,22.2,5,-.84,33,9.04,19.5,61,8/8/14
352016840869622,20.41,3,-.84,34,11.44,19.6,71,8/8/14
352016840869622,19.71,5.5,-.84,34,8.77,19.6,80,8/8/14
352016840869622,17.95,12,.16,36,9.21,19.6,92,8/8/14
352016840869622,16.06,8,-.52,38,16.67,19.6,104,8/8/14
352016840869622,17.15,4,.16,55,7.38,19.5,105,8/6/14
352016840869622,16.91,6.5,-.84,56,7.87,19.5,105,8/6/14
352016840869622,15.7,-4,-.84,40,13.76,19.6,103,8/8/14
352016840869622,11.88,.5,-.64,39,18.54,19.6,104,8/7/14
352016840869622,12.55,-.5,-.84,52,7.15,19.7,103,8/7/14
352016840869622,14.04,5.5,-.84,45,12.34,19.6,102,8/8/14
352016840869622,13.91,-1.5,.36,43,18.47,19.6,104,8/8/14
352016840869622,15.37,7,-.84,43,10.19,19.6,103,8/8/14
352016840869622,15.07,7.5,.72,44,10.43,19.6,102,8/8/14
352016840869622,13.69,5,-.84,35,18.57,19.6,88,8/7/14
352016802932327,29.07,25,.54,33,10.02,20.7,55,6/29/14
352016802932327,14.86,28,-.46,46,9.38,20.4,80,6/29/14
352016802932327,26.26,27,1.1,34,9.59,20.7,66,6/29/14
352016802932327,13.95,29,-.46,46,10.24,20.4,80,6/29/14
352016802932327,24.59,26,1.1,35,8.3,20.6,73,6/29/14
352016802932327,23.72,11.5,1.1,36,8.13,20.5,79,6/29/14
352016802932327,10.59,21.5,1.1,40,11.46,20.4,80,7/3/14
352016802932327,23.15,13.5,-.58,44,23.98,20.3,82,7/3/14
352016802932327,10.16,25.5,-.58,38,32.03,20.6,81,7/3/14
352016802932327,10.17,22.5,.86,38,31.38,20.6,81,7/3/14
352016802932327,10.18,23.5,-1.14,38,32.27,20.6,81,7/3/14
352016802932327,10.1,21,.74,38,29.98,20.6,81,7/3/14
352016802932327,10.13,20,.86,38,36.26,20.6,81,7/3/14
352016802932327,10.38,20.5,-.82,39,33.64,20.6,81,7/3/14
352016802932327,10.58,26.5,.54,39,29.25,20.6,81,7/3/14
352016802932327,10.38,24.5,-1.14,39,25.37,20.6,80,7/3/14
352016802932327,10.57,22,-.26,40,30.16,20.6,81,7/3/14
352016802932327,10.55,21,.1,45,12.63,20.2,81,7/3/14
352016802932327,10.55,10,.1,47,6.26,20.1,83,7/3/14
352016802932327,10.54,17.5,-.02,48,12.03,20.2,82,7/3/14
352016802932327,10.54,14,.54,49,14.91,20.2,81,7/3/14
352016802932327,20.22,11.5,.1,40,6.41,20.2,81,7/28/14
352016802932327,1,10,.1,38,5.64,20.4,81,7/28/14
352016802932327,23.23,15.5,1.1,39,7.87,20.2,82,7/28/14
352016802932327,20.22,10,.1,43,5.56,20.2,83,7/28/14
352016802932327,20.22,10,.1,45,5.52,20.2,84,7/28/14
352016802932327,20.22,9.5,.1,46,5.64,20.1,86,7/28/14
352016802932327,1,9.5,.1,39,5.61,20.3,81,7/28/14
352016802932327,20.22,10,.1,47,5.58,20.2,88,7/28/14
352016802932327,20.22,9.5,.1,48,5.57,20.1,89,7/28/14
352016802932327,36.44,11,1.1,42,8.51,20.2,70,7/28/14
352016802932327,31.54,27.5,1.1,41,10.57,20.3,78,7/28/14
352016802932327,27.73,27,1.1,40,10.3,20.4,79,7/28/14
352016802932327,25.14,32,-.46,40,10.36,20.3,80,7/28/14
352016802932327,13.11,23.5,1.1,52,9.28,20.2,81,7/28/14
352016802932327,23.43,29,-.46,40,10.46,20.2,80,7/28/14
352016802932327,22.02,21.5,1.1,41,8.43,20.2,80,7/28/14
352016802932327,20.97,15,-.14,37,13.17,20.3,81,7/31/14
352016802932327,10.14,22,-1.14,40,30.48,20.6,81,8/4/14
352016802932327,10.14,24,-.46,40,22.28,20.5,81,8/4/14
352016802932327,10.15,19,.42,40,30.72,20.6,81,8/4/14
352016802932327,10.14,23,.86,41,27.3,20.6,81,8/4/14
352016802932327,10.15,20.5,.98,40,36.27,20.6,81,8/4/14
352016802932327,11.73,30.5,.54,41,24.46,20.6,80,8/4/14
352016802932327,11.55,26,-.02,40,25.96,20.6,80,8/4/14
352016802932327,10.43,9,.1,55,6.36,20.2,82,8/4/14
352016802932327,10.43,8.5,1.1,57,6.67,20.2,82,8/4/14
352016802932327,10.43,7.5,.1,59,6.64,20.2,83,8/4/14
352016802932327,10.51,16.5,.42,45,12.93,20.3,81,8/4/14
352016802932327,10.48,17.5,.1,45,13.4,20.3,81,8/4/14
352016802932327,10.93,26.5,1.1,40,25.18,20.6,81,8/4/14
352016802932327,10.44,7.5,.1,47,6.61,20.2,82,8/4/14
352016802932327,13.04,9.5,.1,50,6.16,20.2,82,8/4/14
352016802932327,12.97,24,.54,53,11.07,20.3,81,8/4/14
352016802932327,10.73,22,1.1,48,13.08,20.4,80,8/4/14
352016802932327,1,0,1.1,47,8.57,20.3,59,8/4/14
352016802932327,11,22,-.58,36,23.91,20.4,80,8/4/14
352016802932327,35.77,8.5,1.1,53,7.26,20.2,73,8/4/14
352016802932327,33.45,6,1.1,53,7.76,20.2,81,8/4/14
352016802932327,25.71,25,.54,49,17.61,20.4,80,8/4/14
352016802932327,14.52,23.5,-.46,37,13.7,20.4,80,8/4/14
352016802932327,31.17,15,-.02,47,10.78,20.2,72,8/4/14
352016802932327,22.18,27,.98,44,15.38,20.4,80,8/4/14
352016802932327,15.7,16,-.14,39,20.13,20.4,80,8/4/14
352016802932327,15.04,19.5,1.18,37,25.02,20.4,80,8/4/14
352016802932327,10.66,21,-.58,39,11.61,20.4,80,8/4/14
352016802932327,10.61,21,1.1,38,14.98,20.4,81,8/4/14
352016857330088,23.43,11,-.31,57,11.9,19.7,96,7/6/14
352016857330088,16.62,9.5,-.31,56,14.59,19.8,96,7/6/14
352016857330088,14.37,9,.89,51,17.42,19.8,96,7/6/14
352016857330088,14.28,6,1.25,50,17.69,19.8,96,7/6/14
352016857330088,15.72,14,.13,56,9.52,19.8,96,7/6/14
352016864499108,5.82,22,.45,43,0,14,95,8/4/14
352016864499108,28.54,17,.69,37,0,13.9,80,8/3/14
352016857330054,9.43,12,.49,42,17.34,15.3,108,7/30/14
352016857330054,8.72,10.5,1.17,55,9.67,15.8,98,8/4/14
352016857330054,8.78,3.5,.61,55,8.87,15.8,97,8/4/14
352016857330088,61.92,4,1.25,50,10.73,19.7,64,7/5/14
352016857330088,41.43,18.5,-.87,49,12.11,19.9,76,7/5/14
352016857330088,31.31,11.5,-.31,53,11.6,19.7,97,7/5/14
352016857330088,39.78,11,-1.11,37,14.42,20.1,57,7/5/14
352016857330088,61.2,2,1.25,58,13.64,19.7,89,7/6/14
352016857330088,33.36,11.5,.69,47,13.32,19.9,84,7/5/14
352016857330088,29.06,11.5,1.25,46,10.05,19.9,91,7/5/14
352016857330088,26.87,8,-.31,46,7.54,19.8,94,7/5/14
352016857330088,22.1,8,-.99,57,14.18,19.7,97,7/8/14
352016857330088,19.92,8.5,-.31,39,7.25,20.1,95,7/7/14
352016857330088,17.58,9.5,-.87,57,6.77,19.7,96,7/7/14
352016857330088,33.83,10.5,.13,48,8.48,19.8,89,7/8/14
352016857330088,29.71,11.5,-.31,46,12.12,20,94,7/8/14
352016857330088,23.71,6,-.31,53,15.6,19.8,96,7/8/14
352016857330088,26.54,5.5,-.31,57,11.15,19.7,96,7/8/14
352016857330088,37.36,6.5,.69,55,7.37,19.8,96,7/8/14
352016857330088,28.93,10.5,-.31,55,11.24,19.8,96,7/8/14
352016857330088,14.79,11,.01,45,12.1,19.9,95,7/8/14
352016857330088,17.38,7,-.31,65,5.44,19.6,97,7/7/14
352016857330088,17.38,7,1.25,65,5.39,19.6,96,7/7/14
352016857330088,12,7.5,.69,48,16.04,19.9,96,7/8/14
352016857330088,27.94,7.5,-.87,52,9.08,19.8,82,7/7/14
352016857330088,21.86,16,.13,60,10.58,19.7,94,7/11/14
352016857330088,19.92,-.5,1.25,59,7.1,19.8,96,7/11/14
352016857330088,18.35,6.5,-.43,58,7.29,19.7,96,7/11/14
352016857330088,17.74,16.5,.13,58,9.13,19.8,95,7/11/14
352016857330088,18.6,14.5,.13,57,8.41,19.8,95,7/11/14
352016857330088,29.19,11.5,.13,26,11.32,20.3,45,7/11/14
352016857330088,17.36,11.5,-.43,37,7.44,20.1,84,7/10/14
352016857330088,17.36,11.5,-.43,37,7.44,20.1,84,7/10/14
352016857330088,17.16,15,.69,39,9.67,20.1,87,7/10/14
352016857330088,41.45,6,-.43,25,8.83,20.3,34,7/11/14
352016857330088,37.7,8,1.13,52,15.69,19.9,80,7/11/14
352016857330088,43.99,6.5,-.31,46,5.75,19.8,69,7/11/14
352016857330088,37.87,12.5,.57,48,8.69,19.8,73,7/11/14
352016857330088,20.53,5,1.25,36,13.2,20.1,89,7/11/14
352016857330088,32.47,13,-.87,63,8.92,19.7,95,7/14/14
352016857330088,28.25,17,1.25,64,7.1,19.7,96,7/14/14
352016857330088,12.07,5.5,-.31,54,8,19.8,95,7/12/14
352016857330088,12.06,8.5,.13,56,8.65,19.8,96,7/12/14
352016857330088,18.68,5,1.25,68,5.64,19.6,97,7/14/14
352016857330088,14.63,8.5,.69,54,27.52,19.7,96,7/14/14
352016857330088,31.56,9.5,.69,51,9.73,19.8,58,7/14/14
352016857330088,22.24,10,-.99,54,16.12,19.7,96,7/14/14
352016857330088,14.64,13.5,-.03,49,40.51,19.8,96,7/14/14
352016857330088,14.62,13.5,-1.23,52,27.6,19.7,96,7/14/14
352016857330088,14.65,11.5,.89,49,33.91,19.8,96,7/14/14
352016857330088,14.61,9,.57,55,19.68,19.7,96,7/14/14
352016857330088,15.39,10,-.43,59,12.58,19.7,96,7/12/14
352016857330088,15.26,8,1.01,56,15.28,19.7,96,7/12/14
352016857330088,14.56,8,.69,51,23.65,19.7,96,7/14/14
352016864499108,14.94,2.5,-.87,53,0,14.1,82,7/29/14
352016864499108,14.31,13.5,.13,58,0,14,95,7/30/14
352016864499108,8.83,14.5,-.43,45,0,14.2,96,7/29/14
352016864499108,9.47,14,.57,45,0,14.3,75,7/29/14
